App,Installs,Rating,Reviews,Price,Size,Genres,Category,Content Rating,Last Updated,Current Ver,Android Ver,Type,Date,Month
FortuneScope: live palm reader and fortune teller,"10,000,000+",2.8,36857.0,0.0,66M,Lifestyle,LIFESTYLE,Everyone,2018-09-13,1.10.6,5.0 and up,Free,2018-09-13,9.0
"MICO: Make Friends, Live Chat and Go Live Stream","50,000,000+",4.5,220310.0,0.0,55M,Social,SOCIAL,Mature 17+,2014-06-18,6.2.9.1,4.4 and up,Free,2014-06-18,6.0
Glow Fumes,1+,0.0,0.0,0.0,2.5M,Entertainment,ENTERTAINMENT,Everyone,2021-03-16,1.1,5.0 and up,Free,2021-03-16,3.0
Kiss: Read & Write Romance,"100,000+",4.3,1156.0,0.0,14M,Books & Reference,BOOKS_AND_REFERENCE,Mature 17+,2020-10-01,1.0.16,4.4 and up,Free,2020-10-01,10.0
Invoice Maker: Estimate & Invoice App,"1,000,000+",4.8,40274.0,0.0,Varies with device,Business,BUSINESS,Everyone,2013-02-01,3.3.389,5.0 and up,Free,2013-02-01,2.0
"QuickBooks Online Accounting, Invoicing & Expenses","1,000,000+",4.1,15855.0,0.0,Varies with device,Business,BUSINESS,Everyone,2011-06-29,Varies with device,Varies with device,Free,2011-06-29,6.0
Noggin Preschool Learning Games & Videos for Kids,"1,000,000+",3.7,3336.0,0.0,Varies with device,Education,EDUCATION,Everyone,2015-11-18,Varies with device,5.0 and up,Free,2015-11-18,11.0
Geocaching®,"10,000,000+",4.4,43451.0,0.0,38M,Health & Fitness,HEALTH_AND_FITNESS,Teen,2014-04-15,8.42.0,4.4 and up,Free,2014-04-15,4.0
FIXD - Vehicle Health Monitor,"500,000+",4.4,6617.0,0.0,68M,Auto & Vehicles,AUTO_AND_VEHICLES,Everyone,2015-09-17,7.20.0,5.0 and up,Free,2015-09-17,9.0
Uplive - Live Video Streaming App,"50,000,000+",4.1,40218.0,0.0,56M,Social,SOCIAL,Mature 17+,2016-05-20,6.3.2,4.4 and up,Free,2016-05-20,5.0
"Kumu - Pinoy Livestream, Gameshow and Community","5,000,000+",4.7,26653.0,0.0,67M,Social,SOCIAL,Mature 17+,2018-01-09,7.3.2,5.0 and up,Free,2018-01-09,1.0
Sideline - 2nd Line for Work Calls,"5,000,000+",3.7,25786.0,0.0,Varies with device,Business,BUSINESS,Everyone,2015-10-26,Varies with device,Varies with device,Free,2015-10-26,10.0
Replika: My AI Friend,"5,000,000+",4.4,159099.0,0.0,129M,Health & Fitness,HEALTH_AND_FITNESS,Mature 17+,2017-09-08,6.5.2,6.0 and up,Free,2017-09-08,9.0
"PowerDirector - Video Editor App, Best Video Maker","100,000,000+",4.5,746477.0,0.0,89M,Video Players & Editors,VIDEO_PLAYERS,Everyone,2014-06-04,9.0.1,5.0 and up,Free,2014-06-04,6.0
Wyze,"1,000,000+",3.7,9705.0,0.0,88M,Lifestyle,LIFESTYLE,Everyone,2017-10-18,2.18.41,5.0 and up,Free,2017-10-18,10.0
SeekingArrangement,"1,000,000+",3.8,10622.0,0.0,62M,Dating,DATING,Mature 17+,2014-06-17,4.51,4.4 and up,Free,2014-06-17,6.0
Marco Polo - Stay In Touch,"10,000,000+",3.9,123249.0,0.0,63M,Communication,COMMUNICATION,Everyone,2014-07-10,0.320.1,5.0 and up,Free,2014-07-10,7.0
Omega–Random Video Chat,"5,000,000+",4.2,11452.0,0.0,28M,Social,SOCIAL,Mature 17+,2019-12-01,3.14.0,5.0 and up,Free,2019-12-01,12.0
Carb Manager: Keto Diet Tracker & Macros Counter,"1,000,000+",4.6,27071.0,0.0,26M,Health & Fitness,HEALTH_AND_FITNESS,Everyone,2017-07-13,7.0.35,6.0 and up,Free,2017-07-13,7.0
BetterMe: Home Workouts & Diet,"10,000,000+",3.9,57102.0,0.0,32M,Health & Fitness,HEALTH_AND_FITNESS,Everyone,2017-07-27,5.0.0,6.0 and up,Free,2017-07-27,7.0
Weather Forecast & Snow Radar: The Weather Channel,"100,000,000+",4.6,655188.0,0.0,Varies with device,Weather,WEATHER,Everyone,,Varies with device,Varies with device,Free,,
"AVG AntiVirus Free & Mobile Security, Photo Vault","100,000,000+",4.7,1722028.0,0.0,35M,Tools,TOOLS,Everyone,,6.37.1,5.0 and up,Free,,
HOLLA - Live Random Video Chat,"10,000,000+",4.3,176066.0,0.0,35M,Social,SOCIAL,Mature 17+,2016-07-12,5.14.1,4.4 and up,Free,2016-07-12,7.0
"FaceApp - Face Editor, Makeover & Beauty App","100,000,000+",4.6,1674311.0,0.0,31M,Photography,PHOTOGRAPHY,Everyone,2017-02-14,4.3.4,5.0 and up,Free,2017-02-14,2.0
Elevate - Brain Training Games,"10,000,000+",4.6,125114.0,0.0,Varies with device,Education,EDUCATION,Everyone,2014-06-04,Varies with device,Varies with device,Free,2014-06-04,6.0
YouNow: Live Stream Video Chat - Go Live!,"10,000,000+",4.0,103924.0,0.0,34M,Social,SOCIAL,Teen,2013-08-08,17.2.3,4.4 and up,Free,2013-08-08,8.0
Yalla - Free Voice Chat Rooms,"10,000,000+",4.3,69428.0,0.0,58M,Entertainment,ENTERTAINMENT,Teen,2016-05-20,2.11.12,5.0 and up,Free,2016-05-20,5.0
Coco - Live Video Chat coconut,"1,000,000+",3.7,939.0,0.0,66M,Communication,COMMUNICATION,Mature 17+,2019-03-20,2.2.7,4.4 and up,Free,2019-03-20,3.0
"iReader - Novels, Romance Stories","1,000,000+",4.8,55276.0,0.0,24M,Books & Reference,BOOKS_AND_REFERENCE,Teen,2016-12-22,8.6.3,4.2 and up,Free,2016-12-22,12.0
Yalla Lite - Group Voice Chat,"500,000+",4.1,1297.0,0.0,30M,Entertainment,ENTERTAINMENT,Teen,2020-01-05,1.2.2,4.4 and up,Free,2020-01-05,1.0
Trucker Path: Truck GPS Truck Stops Weigh Stations,"1,000,000+",3.9,19522.0,0.0,105M,Maps & Navigation,MAPS_AND_NAVIGATION,Everyone,2014-09-18,4.4.0,5.0 and up,Free,2014-09-18,9.0
Coffee Meets Bagel Free Dating App,"1,000,000+",4.0,25383.0,0.0,92M,Dating,DATING,Mature 17+,2014-12-16,5.52.0.4229,6.0 and up,Free,2014-12-16,12.0
AnyStories -Just One More Chapter,"100,000+",4.0,1473.0,0.0,Varies with device,Books & Reference,BOOKS_AND_REFERENCE,Mature 17+,2019-12-12,1.23.3,5.0 and up,Free,2019-12-12,12.0
Chamet - Live Video Chat & Meet & Party Rooms,"5,000,000+",3.9,12657.0,0.0,56M,Social,SOCIAL,Mature 17+,2019-11-15,1.3.20,4.4 and up,Free,2019-11-15,11.0
"Facetune2 - Selfie Editor, Beauty & Makeover App","50,000,000+",4.3,7840.0,0.0,183M,Photography,PHOTOGRAPHY,Everyone,2018-04-21,2.4.0.1-free,7.0 and up,Free,2018-04-21,4.0
DC UNIVERSE INFINITE,"1,000,000+",3.6,6424.0,0.0,53M,Comics,COMICS,Teen,2018-09-12,3.0.1,5.0 and up,Free,2018-09-12,9.0
Flo Period & Ovulation tracker. My Cycle Calendar,"50,000,000+",4.7,533177.0,0.0,74M,Health & Fitness,HEALTH_AND_FITNESS,Everyone,2016-04-12,6.0.1,5.1 and up,Free,2016-04-12,4.0
Zodiac Touch Psychic Reading,"500,000+",4.2,2382.0,0.0,Varies with device,Lifestyle,LIFESTYLE,Everyone,2015-11-09,Varies with device,5.0 and up,Free,2015-11-09,11.0
Keeper Password Manager,"10,000,000+",4.5,36080.0,0.0,60M,Productivity,PRODUCTIVITY,Everyone,,15.0.10.1,6.0 and up,Free,,
MasterClass: Learn from the best,"1,000,000+",4.5,5862.0,0.0,29M,Education,EDUCATION,Teen,2018-08-08,2.6.0,5.1 and up,Free,2018-08-08,8.0
"Badoo — The Dating App to Chat, Date & Meet People","100,000,000+",4.0,1634858.0,0.0,51M,Dating,DATING,Mature 17+,2010-12-17,5.213.2,5.0 and up,Free,2010-12-17,12.0
GoPro Quik Video + Photo Editor,"10,000,000+",4.4,88198.0,0.0,Varies with device,Video Players & Editors,VIDEO_PLAYERS,Everyone,2012-11-12,Varies with device,Varies with device,Free,2012-11-12,11.0
"Mobile Security, Antivirus & Cleaner by Lookout","100,000,000+",4.7,268599.0,0.0,14M,Tools,TOOLS,Everyone,,10.36.3-877b68b,5.0 and up,Free,,
Elelive - Popular Live Streaming Social Platform,"500,000+",4.2,1809.0,0.0,66M,Entertainment,ENTERTAINMENT,Teen,2018-11-27,4.11.21,6.0 and up,Free,2018-11-27,11.0
Clover Dating App,"1,000,000+",4.0,16511.0,0.0,76M,Dating,DATING,Mature 17+,2016-06-06,3.2.5,4.4 and up,Free,2016-06-06,6.0
"Police Scanner, Fire and Police Radio","1,000,000+",4.6,12695.0,0.0,8.2M,News & Magazines,NEWS_AND_MAGAZINES,Teen,2019-11-11,1.23.7-201110027,5.0 and up,Free,2019-11-11,11.0
"YoHo: Group voice chat, Live talk & ClubHouse","5,000,000+",4.4,10333.0,0.0,51M,Social,SOCIAL,Mature 17+,2018-12-06,4.8.1,4.4 and up,Free,2018-12-06,12.0
Topps® WWE SLAM: Card Trader,"1,000,000+",4.0,7629.0,0.0,85M,Entertainment,ENTERTAINMENT,Everyone 10+,2016-07-13,15.5.1,6.0 and up,Free,2016-07-13,7.0
Lezhin Comics - Daily Releases,"5,000,000+",3.8,23062.0,0.0,Varies with device,Comics,COMICS,Teen,2013-06-06,Varies with device,Varies with device,Free,2013-06-06,6.0
Bravonovel - Fictions & Webnovels,"1,000,000+",3.9,6498.0,0.0,34M,Books & Reference,BOOKS_AND_REFERENCE,Everyone,2019-09-22,1.3.3,5.0 and up,Free,2019-09-22,9.0
FindNow,"50,000,000+",2.1,100522.0,0.0,64M,Social,SOCIAL,Teen,2018-03-20,2.1.7,5.0 and up,Free,2018-03-20,3.0
Epic: Kids' Books & Educational Reading Library,"5,000,000+",4.4,33364.0,0.0,22M,Education,EDUCATION,Everyone,2015-05-21,3.2.1,4.2 and up,Free,2015-05-21,5.0
Tile,"1,000,000+",4.7,25552.0,0.0,Varies with device,Lifestyle,LIFESTYLE,Everyone,2014-12-16,Varies with device,Varies with device,Free,2014-12-16,12.0
Shudder,"1,000,000+",3.1,6401.0,0.0,Varies with device,Entertainment,ENTERTAINMENT,Teen,2015-07-08,Varies with device,Varies with device,Free,2015-07-08,7.0
SWEAT: Fitness App For Women,"5,000,000+",4.2,11991.0,0.0,41M,Health & Fitness,HEALTH_AND_FITNESS,Everyone,2016-04-28,6.1,5.0 and up,Free,2016-04-28,4.0
Story Lite - Completed Story,"100,000+",4.8,8924.0,0.0,24M,Books & Reference,BOOKS_AND_REFERENCE,Teen,2020-08-07,1.4.1,4.2 and up,Free,2020-08-07,8.0
Evernote - Notes Organizer & Daily Planner,"100,000,000+",4.0,570047.0,0.0,Varies with device,Productivity,PRODUCTIVITY,Everyone,,Varies with device,Varies with device,Free,,
The Epoch Times: Live & Breaking News,"1,000,000+",4.8,7959.0,0.0,12M,News & Magazines,NEWS_AND_MAGAZINES,Everyone,2018-11-25,2.27.3,5.0 and up,Free,2018-11-25,11.0
Fox Nation: Celebrate America,"1,000,000+",3.9,2433.0,0.0,Varies with device,News & Magazines,NEWS_AND_MAGAZINES,Teen,2018-11-26,Varies with device,Varies with device,Free,2018-11-26,11.0
Fishbrain - local fishing map and forecast app,"5,000,000+",3.9,17912.0,0.0,Varies with device,Sports,SPORTS,Teen,2013-02-25,Varies with device,Varies with device,Free,2013-02-25,2.0
Adobe Lightroom - Photo Editor & Pro Camera,"100,000,000+",4.3,329109.0,0.0,Varies with device,Photography,PHOTOGRAPHY,Everyone,2015-01-14,6.2.0,6.0 and up,Free,2015-01-14,1.0
"dfndr security: antivirus, anti-hacking & cleaner","100,000,000+",4.5,2342912.0,0.0,37M,Tools,TOOLS,Everyone,2013-12-12,7.3.0,5.0 and up,Free,2013-12-12,12.0
"MangaToon-Good comics, Great stories","10,000,000+",4.4,199171.0,0.0,Varies with device,Comics,COMICS,Teen,2018-07-08,2.00.06,4.4 and up,Free,2018-07-08,7.0
NovelCat - Read fiction & Write your story,"1,000,000+",4.4,16660.0,0.0,11M,Books & Reference,BOOKS_AND_REFERENCE,Everyone 10+,2019-11-20,1.8.1,4.4 and up,Free,2019-11-20,11.0
LandGlide,"500,000+",3.5,1390.0,0.0,35M,Business,BUSINESS,Everyone,2016-05-09,4.0.6,5.0 and up,Free,2016-05-09,5.0
Motionleap - Photo Animator by Lightricks,"50,000,000+",4.3,101416.0,0.0,125M,Photography,PHOTOGRAPHY,Everyone,2019-06-18,1.3.6,7.1 and up,Free,2019-06-18,6.0
Azar - Video Chat,"100,000,000+",4.1,704483.0,0.0,Varies with device,Communication,COMMUNICATION,Mature 17+,2013-10-28,Varies with device,Varies with device,Free,2013-10-28,10.0
SoLive - Live Video Chat,"5,000,000+",4.5,20213.0,0.0,69M,Social,SOCIAL,Mature 17+,2019-05-16,1.5.6,5.0 and up,Free,2019-05-16,5.0
Peachat - Live Video Chat & Meet New People,"1,000,000+",4.3,2755.0,0.0,129M,Social,SOCIAL,Mature 17+,2020-09-25,2.1.1,5.0 and up,Free,2020-09-25,9.0
Scanner App To PDF - TapScanner,"50,000,000+",4.6,285941.0,0.0,Varies with device,Business,BUSINESS,Everyone,2017-10-13,Varies with device,Varies with device,Free,2017-10-13,10.0
FoxNovel - Read Stories &  Books,"1,000,000+",4.0,4659.0,0.0,8.9M,Books & Reference,BOOKS_AND_REFERENCE,Teen,2020-07-05,1.2.0,4.4 and up,Free,2020-07-05,7.0
Manta Comics,"100,000+",4.6,824.0,0.0,35M,Comics,COMICS,Teen,2020-11-09,1.2.100,5.0 and up,Free,2020-11-09,11.0
VivaVideo - Video Editor & Video Maker,"100,000,000+",4.5,4827151.0,0.0,96M,Video Players & Editors,VIDEO_PLAYERS,Everyone,2013-03-21,8.7.9,5.0 and up,Free,2013-03-21,3.0
Kaspersky Mobile Antivirus: AppLock & Web Security,"50,000,000+",4.8,1022318.0,0.0,Varies with device,Tools,TOOLS,Everyone,2011-12-11,Varies with device,Varies with device,Free,2011-12-11,12.0
discovery+ | Stream TV Shows,"100,000+",2.7,14.0,0.0,14M,Entertainment,ENTERTAINMENT,Teen,2020-12-09,1.4.0,5.0 and up,Free,2020-12-09,12.0
"Text Me: Text Free, Call Free, Second Phone Number","10,000,000+",4.1,166401.0,0.0,41M,Social,SOCIAL,Everyone,2011-08-03,3.26.4,5.0 and up,Free,2011-08-03,8.0
Grammarly Keyboard - Grammar Checker and Editor,"10,000,000+",4.2,44087.0,0.0,125M,Productivity,PRODUCTIVITY,Everyone,2017-12-11,1.9.20.3,5.0 and up,Free,2017-12-11,12.0
MotoGP™,"1,000,000+",3.9,6617.0,0.0,Varies with device,Sports,SPORTS,Everyone,2016-11-14,Varies with device,5.0 and up,Free,2016-11-14,11.0
"Mathway: Scan Photos, Solve Problems","10,000,000+",4.6,105363.0,0.0,31M,Education,EDUCATION,Everyone,2012-02-04,3.3.32,4.4 and up,Free,2012-02-04,2.0
"Avast Antivirus – Scan & Remove Virus, Cleaner","100,000,000+",4.7,165252.0,0.0,34M,Tools,TOOLS,Everyone,2011-12-06,6.37.0,5.0 and up,Free,2011-12-06,12.0
Wattpad - Read & Write Stories,"100,000,000+",3.9,1406630.0,0.0,Varies with device,Books & Reference,BOOKS_AND_REFERENCE,Teen,2021-03-31,Varies with device,Varies with device,Free,2021-03-31,3.0
"MotorTrend: Stream Roadkill, Top Gear, and more","1,000,000+",4.4,7285.0,0.0,25M,Entertainment,ENTERTAINMENT,Everyone,2016-05-24,4.8.2,5.0 and up,Free,2016-05-24,5.0
FitOn - Free Fitness Workouts & Personalized Plans,"1,000,000+",4.7,7648.0,0.0,42M,Health & Fitness,HEALTH_AND_FITNESS,Everyone,2018-12-17,3.6,4.1 and up,Free,2018-12-17,12.0
